,CID,카테고리명,KDC분류,KDC분류명,GenreEnum
671,51185,현대과학,40,자연과학,NATURAL_SCIENCE
672,51010,과학자의 생애,40,자연과학,NATURAL_SCIENCE
673,51002,기초과학/교양과학,40,자연과학,NATURAL_SCIENCE
674,51045,농업,40,자연과학,NATURAL_SCIENCE
675,120980,농업일반,40,자연과학,NATURAL_SCIENCE
676,120981,생태농업,40,자연과학,NATURAL_SCIENCE
677,51013,뇌과학,40,자연과학,NATURAL_SCIENCE
678,51194,뇌과학 일반,40,자연과학,NATURAL_SCIENCE
679,51197,두뇌계발,40,자연과학,NATURAL_SCIENCE
680,51022,동물과 식물,40,자연과학,NATURAL_SCIENCE
681,51285,곤충,40,자연과학,NATURAL_SCIENCE
682,51283,꽃과 나무,40,자연과학,NATURAL_SCIENCE
683,51290,동물 일반,40,자연과학,NATURAL_SCIENCE
684,51281,동물도감,40,자연과학,NATURAL_SCIENCE
685,51287,새,40,자연과학,NATURAL_SCIENCE
686,51289,식물 일반,40,자연과학,NATURAL_SCIENCE
687,51279,식물도감,40,자연과학,NATURAL_SCIENCE
688,51288,해양생물,40,자연과학,NATURAL_SCIENCE
689,51024,물리학,42,물리학,PHYSICS
690,51293,고전물리학,42,물리학,PHYSICS
691,51301,물리학 일반,42,물리학,PHYSICS
692,51294,상대성이론,42,물리학,PHYSICS
693,51291,쉽게 배우는 물리학,42,물리학,PHYSICS
694,51296,양자역학,42,물리학,PHYSICS
695,51298,응용물리,42,물리학,PHYSICS
697,51292,현대물리학,42,물리학,PHYSICS
698,51043,발명/발견,40,자연과학,NATURAL_SCIENCE
699,51275,법의학,51,의학,MEDICINE
700,51015,생명과학,40,자연과학,NATURAL_SCIENCE
701,51202,바이오테크놀로지,40,자연과학,NATURAL_SCIENCE
702,51205,생명과학,40,자연과학,NATURAL_SCIENCE
703,51208,생물학,40,자연과학,NATURAL_SCIENCE
704,51209,생태학,40,자연과학,NATURAL_SCIENCE
705,51199,진화론,40,자연과학,NATURAL_SCIENCE
706,51039,세계의 불가사의,40,자연과학,NATURAL_SCIENCE
707,51033,수학,41,수학,MATHEMATICS
708,51334,수학 일반,41,수학,MATHEMATICS
709,51329,수학사,41,수학,MATHEMATICS
710,51331,수학자의 생애,41,수학,MATHEMATICS
711,51324,쉽게 배우는 수학,41,수학,MATHEMATICS
713,51272,의학,51,의학,MEDICINE
714,51017,인체의 이해,40,자연과학,NATURAL_SCIENCE
715,51030,지구과학,40,자연과학,NATURAL_SCIENCE
716,51318,기상학/기후,40,자연과학,NATURAL_SCIENCE
717,51315,지구,40,자연과학,NATURAL_SCIENCE
718,51317,해양과학,40,자연과학,NATURAL_SCIENCE
719,51027,천문학,44,천문학,ASTRONOMY
720,51307,쉽게 배우는 우주,44,천문학,ASTRONOMY
721,51310,우주과학,44,천문학,ASTRONOMY
722,51312,천문학/별자리/역법,44,천문학,ASTRONOMY
723,51035,화학,43,화학,CHEMISTRY
724,51337,고분자화학,43,화학,CHEMISTRY
725,51339,무기화학,43,화학,CHEMISTRY
726,51340,물리화학,43,화학,CHEMISTRY
727,51342,분석화학,43,화학,CHEMISTRY
728,51349,생화학,43,화학,CHEMISTRY
729,51335,쉽게 배우는 화학,43,화학,CHEMISTRY
730,51351,유기화학,43,화학,CHEMISTRY
731,51353,일반화학,43,화학,CHEMISTRY
766,8981,영어로 쓰인 한국서적,74,영어,ENGLISH
767,8988,기타,74,영어,ENGLISH
768,8982,문학,80,문학,LITERATURE
769,8986,문화와 예술,60,예술,ARTS
770,8983,어린이,74,영어,ENGLISH
771,8985,여행안내,74,영어,ENGLISH
772,8984,역사,90,역사,HISTORY
773,8987,한국사회,74,영어,ENGLISH
777,6654,문학 오디오북,80,문학,LITERATURE
778,6656,종교 오디오북,20,종교,RELIGION
781,8257,대학교재/전문서적,37,교육학,EDUCATION
782,8261,경상계열,32,경제학,ECONOMICS
784,8560,경제학,32,경제학,ECONOMICS
786,8562,무역,32,경제학,ECONOMICS
787,15954,부동산,32,경제학,ECONOMICS
790,8565,통계,32,경제학,ECONOMICS
793,32964,구조역학,54,건축공학,ARCHITECTURE
794,8569,조경학,14,심리학,PSYCHOLOGY
801,8468,기계공학,53,기계공학,MECHANICAL_ENGINEERING
802,8570,응용기계,53,기계공학,MECHANICAL_ENGINEERING
803,8489,기초역학/열역학/역학일반,55,기계공학,MECHANICAL_ENGINEERING
804,8490,기계설계/공작,53,기계공학,MECHANICAL_ENGINEERING
805,8491,자동차공학,55,기계공학,MECHANICAL_ENGINEERING
806,8492,메카트로닉스,55,기계공학,MECHANICAL_ENGINEERING
807,8493,자동화,55,기계공학,MECHANICAL_ENGINEERING
808,8494,기계공학 일반,53,기계공학,MECHANICAL_ENGINEERING
810,8512,환경학,14,심리학,PSYCHOLOGY
818,8567,반도체공학,99,전기,BIOGRAPHY
824,8480,마이크로프로세서,99,전기,BIOGRAPHY
825,8481,기초실험,99,전기,BIOGRAPHY
834,8486,전산수학,41,수학,MATHEMATICS
844,8505,고분자,43,화학,CHEMISTRY
845,8506,신소재,43,화학,CHEMISTRY
846,8507,섬유/텍스타일,43,화학,CHEMISTRY
847,8508,금속재료/재료공학,43,화학,CHEMISTRY
848,8509,기초실험,43,화학,CHEMISTRY
849,8510,화학공학 기초,43,화학,CHEMISTRY
850,8473,화학/금속/재료공학,43,화학,CHEMISTRY
851,8263,농축산생명계열,37,교육학,EDUCATION
852,8393,농림수산학,37,교육학,EDUCATION
853,8392,수의학,51,의학,MEDICINE
854,8391,축산,37,교육학,EDUCATION
855,8264,법학계열,36,법학,LAW
856,5672,각국법,36,법학,LAW
857,8353,국제법,36,법학,LAW
858,8381,기타 법률/법규,36,법학,LAW
859,48219,노동법,36,법학,LAW
860,8350,민법,36,법학,LAW
861,13659,법전,36,법학,LAW
862,8372,법학일반,36,법학,LAW
863,8352,상법/특허법,36,법학,LAW
864,8365,세법,36,법학,LAW
865,8370,소송법,36,법학,LAW
866,8376,저작권법,36,법학,LAW
867,8366,행정법,36,법학,LAW
868,8351,헌법,36,법학,LAW
869,8581,형법,36,법학,LAW
870,8265,사범계열,37,교육학,EDUCATION
871,8418,교과교육론,37,교육학,EDUCATION
872,8713,예체능교육 전공,37,교육학,EDUCATION
873,8430,국어교육 전공,37,교육학,EDUCATION
874,8431,수학교육 전공,41,수학,MATHEMATICS
875,8432,영어교육 전공,74,영어,ENGLISH
876,8433,사회/역사교육 전공,90,역사,HISTORY
877,8434,교과교육론/기타 전공,37,교육학,EDUCATION
879,8414,교육과정/교육평가,37,교육학,EDUCATION
880,8415,교육사/교육철학,10,철학,PHILOSOPHY
882,8412,교육학 일반,37,교육학,EDUCATION
884,8435,유아교육학,37,교육학,EDUCATION
885,8436,초등교육학,37,교육학,EDUCATION
886,8437,특수교육학,37,교육학,EDUCATION
887,8259,사회과학계열,30,사회과학,SOCIAL_SCIENCE
889,27936,군사학,30,사회과학,SOCIAL_SCIENCE
890,28120,비서학,30,사회과학,SOCIAL_SCIENCE
891,8340,사회복지학,45,지학,GEOLOGY
892,8333,사회학,30,사회과학,SOCIAL_SCIENCE
893,8334,언론정보학,30,사회과학,SOCIAL_SCIENCE
894,8342,여성학,30,사회과학,SOCIAL_SCIENCE
895,13652,정치외교학,30,사회과학,SOCIAL_SCIENCE
896,13653,국제정치학,34,정치학,POLITICAL_SCIENCE
897,13654,정치사상,30,사회과학,SOCIAL_SCIENCE
898,13655,한국정치학,34,정치학,POLITICAL_SCIENCE
899,13656,정치학일반,34,정치학,POLITICAL_SCIENCE
901,13658,행정학,35,행정학,PUBLIC_ADMINISTRATION
902,8267,생활환경계열,37,교육학,EDUCATION
904,16033,건강/미용,37,교육학,EDUCATION
905,13556,관광학,37,교육학,EDUCATION
906,8407,소비자아동학,37,교육학,EDUCATION
907,8408,식품영양학/조리,37,교육학,EDUCATION
908,8409,의류학,37,교육학,EDUCATION
909,8266,어문학계열,80,문학,LITERATURE
910,8281,국어국문학,80,문학,LITERATURE
911,31575,한문/한자,80,문학,LITERATURE
912,8558,고전문학론,80,문학,LITERATURE
913,8291,국어학개론/정서법,80,문학,LITERATURE
914,8292,국어사/방언론,80,문학,LITERATURE
915,8293,문법론/통사론,80,문학,LITERATURE
916,8294,의미론/화용론,80,문학,LITERATURE
917,8295,음운론/어휘론,80,문학,LITERATURE
918,8297,국문학사/국문학개론,80,문학,LITERATURE
919,8298,북한어문학론,80,문학,LITERATURE
920,8299,소설론,80,문학,LITERATURE
921,8300,시론,80,문학,LITERATURE
922,8301,희곡론/비평론,80,문학,LITERATURE
923,8422,작가론,80,문학,LITERATURE
924,8290,기타어문학,80,문학,LITERATURE
925,8554,기타어학,80,문학,LITERATURE
926,8555,기타문학,80,문학,LITERATURE
927,8289,문학일반,80,문학,LITERATURE
928,8546,기초영어,74,영어,ENGLISH
929,8553,영미문학,80,문학,LITERATURE
930,8311,영어학,74,영어,ENGLISH
931,8317,영미작가론,74,영어,ENGLISH
932,8282,영어영문학,74,영어,ENGLISH
933,13660,유럽어문학,80,문학,LITERATURE
934,8283,일어일문학,80,문학,LITERATURE
935,8284,중어중문학,80,문학,LITERATURE
936,63866,한국어교육학,37,교육학,EDUCATION
937,8725,연감,37,교육학,EDUCATION
938,8269,예체능계열,37,교육학,EDUCATION
939,8395,무용,37,교육학,EDUCATION
940,8396,미술/디자인/사진,37,교육학,EDUCATION
944,8268,의약학간호계열,51,의학,MEDICINE
945,54870,간호학,51,의학,MEDICINE
946,55039,가족 간호학,51,의학,MEDICINE
947,55040,간호 관리학,51,의학,MEDICINE
948,55041,간호사 국가 시험,51,의학,MEDICINE
949,55042,간호학 일반,51,의학,MEDICINE
950,55043,기초 간호학,51,의학,MEDICINE
951,55044,노인 간호학,51,의학,MEDICINE
952,55045,보건학,51,의학,MEDICINE
953,55046,성인 간호학,51,의학,MEDICINE
954,55047,소아/신생아 간호학,51,의학,MEDICINE
955,55048,정신 간호학,51,의학,MEDICINE
956,55049,조산학,51,의학,MEDICINE
957,55050,지역 간호학,51,의학,MEDICINE
958,55051,참고도서,37,교육학,EDUCATION
959,54883,기생충학,51,의학,MEDICINE
960,54884,면역학,51,의학,MEDICINE
961,54885,미생물학,51,의학,MEDICINE
962,54886,발생학,51,의학,MEDICINE
963,54887,병리학,51,의학,MEDICINE
964,54888,생리학,51,의학,MEDICINE
965,54889,생명과학,51,의학,MEDICINE
966,54890,생화학,51,의학,MEDICINE
967,54891,세포생물학,51,의학,MEDICINE
968,54892,신경과학,51,의학,MEDICINE
969,54893,약리학,51,의학,MEDICINE
970,54894,유전학,51,의학,MEDICINE
971,54895,의용공학,51,의학,MEDICINE
972,54896,의화학,51,의학,MEDICINE
973,54897,조직학,51,의학,MEDICINE
974,54898,해부학,51,의학,MEDICINE
975,54864,기초의학,51,의학,MEDICINE
976,54865,내과,51,의학,MEDICINE
977,54900,감염,51,의학,MEDICINE
978,54901,내과일반,51,의학,MEDICINE
979,54902,내분비,51,의학,MEDICINE
980,54903,내시경,51,의학,MEDICINE
981,54904,류마티스,51,의학,MEDICINE
982,54905,소화기,51,의학,MEDICINE
983,54906,순환기,51,의학,MEDICINE
984,54907,신장병,51,의학,MEDICINE
985,54908,알레르기면역,51,의학,MEDICINE
986,54909,종양,51,의학,MEDICINE
987,54910,혈액,51,의학,MEDICINE
988,54911,호흡기,51,의학,MEDICINE
989,54981,간장병,51,의학,MEDICINE
990,54982,고혈압,51,의학,MEDICINE
991,54983,난치병,51,의학,MEDICINE
992,54984,당뇨병,51,의학,MEDICINE
993,54985,소화기/순환기병,51,의학,MEDICINE
994,54986,알츠하이머병,51,의학,MEDICINE
995,54987,암,51,의학,MEDICINE
996,54988,에이즈,51,의학,MEDICINE
997,54989,천식,51,의학,MEDICINE
998,54871,병별,51,의학,MEDICINE
999,54874,병원/의약품 산업,51,의학,MEDICINE
1001,55009,보험,32,경제학,ECONOMICS
1002,55010,의약품 업계,51,의학,MEDICINE
1003,54990,뇌사/장기 이식,51,의학,MEDICINE
1004,54991,말기 치료,51,의학,MEDICINE
1005,54992,법의학,51,의학,MEDICINE
1006,54993,위생학,51,의학,MEDICINE
1007,54994,의료 윤리학,51,의학,MEDICINE
1008,54995,의료 정보학,51,의학,MEDICINE
1009,54996,의학 분야 법학,36,법학,LAW
1011,54872,사회의학,51,의학,MEDICINE
1012,54876,시험 대책,37,교육학,EDUCATION
1013,55014,간호사 국가 시험,37,교육학,EDUCATION
1014,55015,수의 시험,37,교육학,EDUCATION
1015,55016,약제사 국가 시험,37,교육학,EDUCATION
1016,55017,의사 국가 시험,37,교육학,EDUCATION
1017,55011,관리 영양사,51,의학,MEDICINE
1018,55012,식품 과학,40,자연과학,NATURAL_SCIENCE
1019,55013,영양 과학,40,자연과학,NATURAL_SCIENCE
1020,54875,식품/영양학,37,교육학,EDUCATION
1021,54869,약학,51,의학,MEDICINE
1022,54955,기초 약학,51,의학,MEDICINE
1023,54956,병원 약학/조제,51,의학,MEDICINE
1024,54957,생약/한방,51,의학,MEDICINE
1025,54958,약리학,51,의학,MEDICINE
1026,54959,약사법,51,의학,MEDICINE
1027,54960,약제사 국가 시험,51,의학,MEDICINE
1028,54961,약제사전/참고 도서,51,의학,MEDICINE
1029,54962,약제학/제재학,51,의학,MEDICINE
1030,54963,약학 일반,51,의학,MEDICINE
1031,54964,약화학,51,의학,MEDICINE
1032,54965,의약품,51,의학,MEDICINE
1033,54966,임상 의학,51,의학,MEDICINE
1034,54967,정보 약학,51,의학,MEDICINE
1035,54912,성형외과,51,의학,MEDICINE
1036,54913,수부외과,51,의학,MEDICINE
1037,54914,신경외과,51,의학,MEDICINE
1038,54915,외과,51,의학,MEDICINE
1039,54916,정형외과,51,의학,MEDICINE
1040,54917,흉부외과,51,의학,MEDICINE
1041,54866,외과,51,의학,MEDICINE
1042,54873,의료 관련 과학,51,의학,MEDICINE
1044,55000,언어 청각 요법학,51,의학,MEDICINE
1045,55001,유도 접골학,51,의학,MEDICINE
1046,55002,의지 장비학,51,의학,MEDICINE
1047,55004,임상 검사 기술 과학,51,의학,MEDICINE
1048,55005,임상 공학,51,의학,MEDICINE
1049,55006,임상 심리학,51,의학,MEDICINE
1050,55007,침구 의학,51,의학,MEDICINE
1052,55031,기타,51,의학,MEDICINE
1053,55032,에이즈,51,의학,MEDICINE
1054,55033,의료 소송,51,의학,MEDICINE
1055,55034,의사,51,의학,MEDICINE
1056,55035,의학 입문,51,의학,MEDICINE
1057,55036,정신의학,51,의학,MEDICINE
1058,55037,종말기 의료,51,의학,MEDICINE
1059,55038,투병기,51,의학,MEDICINE
1060,54878,의학 일반,51,의학,MEDICINE
1061,54867,임상의학,51,의학,MEDICINE
1062,54934,재활의학,51,의학,MEDICINE
1063,54935,종합진료학,51,의학,MEDICINE
1064,54936,진단검사의학,51,의학,MEDICINE
1065,54937,집중치료의학,51,의학,MEDICINE
1066,54938,피부과,51,의학,MEDICINE
1067,54939,핵의학,51,의학,MEDICINE
1068,142658,영상의학과,51,의학,MEDICINE
1070,54919,노년의학,51,의학,MEDICINE
1071,54920,마취통증과,51,의학,MEDICINE
1072,54921,물리치료,51,의학,MEDICINE
1073,54922,방사선과,51,의학,MEDICINE
1074,54923,비뇨기과,51,의학,MEDICINE
1075,54924,산부인과,51,의학,MEDICINE
1076,54925,산업의학,51,의학,MEDICINE
1077,54926,소아과,51,의학,MEDICINE
1078,54927,수술의학,51,의학,MEDICINE
1080,54929,신경과,51,의학,MEDICINE
1081,54930,신경정신과,51,의학,MEDICINE
1082,54931,안과,51,의학,MEDICINE
1083,54932,응급의학,51,의학,MEDICINE
1084,54933,이비인후과,51,의학,MEDICINE
1085,54880,참고도서/백서,51,의학,MEDICINE
1086,54868,치과학,51,의학,MEDICINE
1087,54940,교정과,51,의학,MEDICINE
1088,54941,구강내과(진단),51,의학,MEDICINE
1089,54942,구강악안면외과,51,의학,MEDICINE
1090,54943,기초 치과학,51,의학,MEDICINE
1091,54944,병리/생물/생화학/미생물,51,의학,MEDICINE
1092,54945,보철과,51,의학,MEDICINE
1093,54946,소아치과,51,의학,MEDICINE
1094,54947,예방 치과학,51,의학,MEDICINE
1095,54948,임상 치과학,51,의학,MEDICINE
1096,54949,참고도서,51,의학,MEDICINE
1097,54950,치과 마취 과학,51,의학,MEDICINE
1098,54951,치과/치기공/치위생 수험서,51,의학,MEDICINE
1099,54952,치과학 일반,51,의학,MEDICINE
1100,54953,치기공/치위생과,51,의학,MEDICINE
1101,54954,치주과,51,의학,MEDICINE
1102,55018,기초한의학,51,의학,MEDICINE
1103,55019,기타,51,의학,MEDICINE
1104,55020,방제,51,의학,MEDICINE
1105,55021,본초,51,의학,MEDICINE
1106,55022,사상의학,51,의학,MEDICINE
1107,55023,사전/관련자료,51,의학,MEDICINE
1108,55024,상한/금궤/온병,51,의학,MEDICINE
1109,55026,원전,51,의학,MEDICINE
1110,55027,임상,51,의학,MEDICINE
1111,55028,재활/물리치료,51,의학,MEDICINE
1112,55029,진단,51,의학,MEDICINE
1113,55030,침구,51,의학,MEDICINE
1114,54877,한의학,51,의학,MEDICINE
1115,8258,인문계열,37,교육학,EDUCATION
1116,8339,고고학/인류학,37,교육학,EDUCATION
1119,8521,언어학,70,언어,LANGUAGE
1120,8517,역사학,90,역사,HISTORY
1121,16034,인문학 일반,80,문학,LITERATURE
1122,17436,종교학,20,종교,RELIGION
1123,8516,철학,10,철학,PHILOSOPHY
1124,8260,자연과학계열,40,자연과학,NATURAL_SCIENCE
1125,13663,과학일반,40,자연과학,NATURAL_SCIENCE
1126,8344,물리학,42,물리학,PHYSICS
1127,8345,생물학,40,자연과학,NATURAL_SCIENCE
1128,8324,수학,41,수학,MATHEMATICS
1129,8369,지구과학,40,자연과학,NATURAL_SCIENCE
1130,8346,천문학,44,천문학,ASTRONOMY
1131,8338,화학,43,화학,CHEMISTRY
1132,8596,환경학,14,심리학,PSYCHOLOGY
1133,8724,전문사전,37,교육학,EDUCATION
1134,8737,경제전문사전,37,교육학,EDUCATION
1135,8739,과학기술전문사전,40,자연과학,NATURAL_SCIENCE
1136,8736,문학예술전문사전,60,예술,ARTS
1137,8741,실용전문사전,37,교육학,EDUCATION
1138,8738,인문사회전문사전,37,교육학,EDUCATION
1139,8740,종교전문사전,20,종교,RELIGION
1141,165856,교양,37,교육학,EDUCATION
1142,164285,교육과학대학,40,자연과학,NATURAL_SCIENCE
1143,165751,1학년,37,교육학,EDUCATION
1144,165752,2학년,37,교육학,EDUCATION
1145,165753,3학년,37,교육학,EDUCATION
1146,165754,4학년,37,교육학,EDUCATION
1147,165764,1학년,40,자연과학,NATURAL_SCIENCE
1148,165765,2학년,40,자연과학,NATURAL_SCIENCE
1149,165766,3학년,40,자연과학,NATURAL_SCIENCE
1150,165767,4학년,40,자연과학,NATURAL_SCIENCE
1151,165760,1학년,40,자연과학,NATURAL_SCIENCE
1152,165761,2학년,40,자연과학,NATURAL_SCIENCE
1153,165762,3학년,40,자연과학,NATURAL_SCIENCE
1154,165763,4학년,40,자연과학,NATURAL_SCIENCE
1155,165755,1학년,40,자연과학,NATURAL_SCIENCE
