GenreEnum,CategoryId,CategoryName
NATURAL_SCIENCE,34908,"자연과학추론2 (화학,물리,통계)"
NATURAL_SCIENCE,35120,유아 자연관찰/과학
NATURAL_SCIENCE,35141,자연관찰/과학일반
NATURAL_SCIENCE,35142,동물
OTHER_LITERATURES,52650,러시아소설
PHILOSOPHY,1139,청소년 철학
PHILOSOPHY,2547,미학/예술철학
PHILOSOPHY,8415,교육사/교육철학
PHILOSOPHY,8516,철학
PHILOSOPHY,28284,철학/사상/윤리
PHILOSOPHY,35109,생각/철학 그림책
PHILOSOPHY,38484,청소년 철학
PHILOSOPHY,40958,교육사/교육철학
PHILOSOPHY,40979,철학
PHILOSOPHY,41787,심리/철학
PHILOSOPHY,43509,철학그림책
PHILOSOPHY,46146,서양철학
PHILOSOPHY,48813,사회/역사/철학
PHILOSOPHY,48905,세계사
PHILOSOPHY,48907,인권/평등
PHILOSOPHY,48908,전쟁/평화 이야기
PHILOSOPHY,48909,정치/경제/법
PHILOSOPHY,48912,철학
PHILOSOPHY,48913,통일을 생각해요
PHILOSOPHY,51387,철학 일반
PHILOSOPHY,51390,서양철학
PHILOSOPHY,51393,동양철학
PHILOSOPHY,51440,교양 철학
PHILOSOPHY,51441,철학사
PHILOSOPHY,51442,고대철학
PHILOSOPHY,51443,중세철학
PHILOSOPHY,51444,근대철학
PHILOSOPHY,51445,현대철학
PHILOSOPHY,51446,서양철학사
PHILOSOPHY,51447,인식론
PHOTOGRAPHY,53575,사진/비디오 촬영
PHYSICS,8344,물리학
PHYSICS,28322,물리학
PHYSICS,40925,물리학
PHYSICS,51024,물리학
PHYSICS,51291,쉽게 배우는 물리학
PHYSICS,51292,현대물리학
PHYSICS,51293,고전물리학
PHYSICS,51294,상대성이론
PHYSICS,51296,양자역학
PHYSICS,51298,응용물리
PHYSICS,51301,물리학 일반
PHYSICS,56600,물리학
PHYSICS,57874,쉽게 배우는 물리학
PHYSICS,57875,현대물리학
PHYSICS,57876,고전물리학
PHYSICS,57877,상대성이론
PHYSICS,57878,양자역학
PHYSICS,57879,응용물리
PHYSICS,57881,물리학 일반
PHYSICS,104415,물리학
PHYSICS,104659,물리학
PHYSICS,105595,결정학
PHYSICS,105596,고분자
PHYSICS,105597,광학
PHYSICS,105598,상대성 이론
PHYSICS,105600,양자론
PHYSICS,105601,원자력
PHYSICS,105602,원자와 분자
PHYSICS,105603,응집물질
PHYSICS,105604,일반
POLITICAL_SCIENCE,13653,국제정치학
POLITICAL_SCIENCE,13655,한국정치학
POLITICAL_SCIENCE,13656,정치학일반
POLITICAL_SCIENCE,45470,국제정치학
POLITICAL_SCIENCE,45472,한국정치학
POLITICAL_SCIENCE,45473,정치학일반
POLITICAL_SCIENCE,51004,사회사상/사회사상사
POLITICAL_SCIENCE,51016,정치학/외교학/행정학
POLITICAL_SCIENCE,51141,마르크스주의
POLITICAL_SCIENCE,51144,자유주의/신자유주의
POLITICAL_SCIENCE,51145,민주주의
POLITICAL_SCIENCE,51147,사회민주주의
POLITICAL_SCIENCE,51149,사회주의/공산주의
POLITICAL_SCIENCE,51150,민족주의
POLITICAL_SCIENCE,51152,전체주의/국가주의
POLITICAL_SCIENCE,51154,사회사상/사회사상사 일반
POLITICAL_SCIENCE,51159,고전 마르크스주의
POLITICAL_SCIENCE,51161,현대 마르크스주의
POLITICAL_SCIENCE,51162,마르크스주의 일반
POLITICAL_SCIENCE,51165,세계패권과 국제질서
POLITICAL_SCIENCE,51166,외교정책/외교학
POLITICAL_SCIENCE,51217,정책/행정/조직
POLITICAL_SCIENCE,51220,정치인
POLITICAL_SCIENCE,51224,선거전략/대통령 만들기
POLITICAL_SCIENCE,51226,지방자치
POLITICAL_SCIENCE,51228,정치사상사
POLITICAL_SCIENCE,51231,각국정치사정/정치사
POLITICAL_SCIENCE,51233,정치학 일반
POLITICAL_SCIENCE,51238,미국
POLITICAL_SCIENCE,51240,일본
PSYCHOLOGY,8512,환경학
PSYCHOLOGY,8569,조경학
PSYCHOLOGY,8596,환경학
PSYCHOLOGY,41000,환경학
PSYCHOLOGY,44849,환경학
PSYCHOLOGY,44859,조경학
PSYCHOLOGY,51101,환경학 일반
PSYCHOLOGY,57708,환경학 일반
PSYCHOLOGY,78520,신경학과/정신과
PSYCHOLOGY,97692,신경학
PSYCHOLOGY,104673,환경학/생태계
PSYCHOLOGY,164305,보건환경학과
PSYCHOLOGY,164351,보건환경학과
PSYCHOLOGY,165823,1학년
PSYCHOLOGY,165824,2학년
PSYCHOLOGY,165825,3학년
PSYCHOLOGY,165826,4학년
PSYCHOLOGY,165984,1학년
PSYCHOLOGY,165985,2학년
PSYCHOLOGY,165986,3학년
PSYCHOLOGY,165987,4학년
PUBLIC_ADMINISTRATION,13658,행정학
PUBLIC_ADMINISTRATION,34587,행정학
PUBLIC_ADMINISTRATION,34635,7/9급 교재
PUBLIC_ADMINISTRATION,34636,기출/문제집/모의고사
PUBLIC_ADMINISTRATION,34637,강의노트/기타
PUBLIC_ADMINISTRATION,41462,행정학
PUBLIC_ADMINISTRATION,43324,행정학
PUBLIC_ADMINISTRATION,45416,행정학과
PUBLIC_ADMINISTRATION,46219,법률행정학과
PUBLIC_ADMINISTRATION,46233,경찰행정학과
PUBLIC_ADMINISTRATION,46237,복지행정학과
PUBLIC_ADMINISTRATION,46265,법무행정학부
PUBLIC_ADMINISTRATION,46266,법무행정학부
PUBLIC_ADMINISTRATION,46278,법무행정학과
PUBLIC_ADMINISTRATION,46343,정보행정학과
PUBLIC_ADMINISTRATION,46407,행정학과
PUBLIC_ADMINISTRATION,47236,7/9급 교재
PUBLIC_ADMINISTRATION,47237,기출/문제집/모의고사
PUBLIC_ADMINISTRATION,47238,강의노트/기타
PUBLIC_ADMINISTRATION,164292,행정학과
PUBLIC_ADMINISTRATION,164338,행정학과
PUBLIC_ADMINISTRATION,165797,1학년
PUBLIC_ADMINISTRATION,165798,2학년
PUBLIC_ADMINISTRATION,165799,3학년
PUBLIC_ADMINISTRATION,165800,4학년
PUBLIC_ADMINISTRATION,165960,1학년
PUBLIC_ADMINISTRATION,165961,2학년
PUBLIC_ADMINISTRATION,165962,3학년
PUBLIC_ADMINISTRATION,165963,4학년
RELIGION,1237,종교/역학
RELIGION,3125,종교
RELIGION,5919,종교/명상/기타
RELIGION,5958,동요
RELIGION,5959,캐롤
RELIGION,5960,기타
RELIGION,6656,종교 오디오북
RELIGION,8740,종교전문사전
RELIGION,15019,합창/종교음악
RELIGION,15517,종교/합창곡
RELIGION,17436,종교학
RELIGION,28283,종교
RELIGION,38410,종교/역학
RELIGION,38579,종교인
RELIGION,38597,종교
RELIGION,39720,종교사
RELIGION,40774,종교 오디오북
RELIGION,40900,고등학생
RELIGION,40901,중학생
RELIGION,41032,종교전문사전
RELIGION,41761,종교학
RELIGION,41786,종교
RELIGION,48910,신화/종교
RELIGION,50985,종교미술
RELIGION,51389,종교에세이
RELIGION,51399,신화/종교학
RELIGION,51431,가톨릭
RELIGION,51523,그리스로마 신화
RELIGION,51524,중국의 신화와 전설
RELIGION,51525,한국신화/전설/민담
SCULPTURE,50991,조각
SCULPTURE,57636,조각
SCULPTURE,78509,조각
SCULPTURE,103383,조각
SCULPTURE,103384,조각보
SCULPTURE,103987,조각
SCULPTURE,103988,조각/설치
SCULPTURE,152962,조각
SCULPTURE,153612,조각일반
SCULPTURE,153613,전각/각인
SCULPTURE,153614,조각작품
SCULPTURE,153615,판화
SCULPTURE,153616,도자기
SCULPTURE,153617,소상
SHINTO,104590,신도
SOCIAL_SCIENCE,798,사회과학
SOCIAL_SCIENCE,8259,사회과학계열
SOCIAL_SCIENCE,8333,사회학
SOCIAL_SCIENCE,8334,언론정보학
SOCIAL_SCIENCE,8342,여성학
SOCIAL_SCIENCE,13652,정치외교학
SOCIAL_SCIENCE,13654,정치사상
SOCIAL_SCIENCE,27936,군사학
SOCIAL_SCIENCE,28120,비서학
SOCIAL_SCIENCE,30183,사회과학계열
SOCIAL_SCIENCE,38404,사회과학
SOCIAL_SCIENCE,38823,사회과학계열
SOCIAL_SCIENCE,40918,사회학
SOCIAL_SCIENCE,40919,언론정보학
SOCIAL_SCIENCE,40923,여성학
SOCIAL_SCIENCE,41461,정치외교학
SOCIAL_SCIENCE,42050,군사학
SOCIAL_SCIENCE,42076,비서학
SOCIAL_SCIENCE,44528,사회과학(논저)
SOCIAL_SCIENCE,44529,사회과학(번역)
SOCIAL_SCIENCE,44534,사회과학(논저)
SOCIAL_SCIENCE,44535,사회과학(번역)
SOCIAL_SCIENCE,45471,정치사상
SOCIAL_SCIENCE,50992,비평/칼럼
SOCIAL_SCIENCE,50997,환경/생태문제
SOCIAL_SCIENCE,51008,미래학
SOCIAL_SCIENCE,51021,한국정치사정/정치사
SOCIAL_SCIENCE,51037,여성학/젠더
SOCIAL_SCIENCE,51041,언론/미디어
SOCIAL_SCIENCE,51048,통일/북한관계
SPANISH,49929,스페인어
SPANISH,57461,스페인어
SPANISH,104908,스페인어
SPANISH,105089,스페인어
SPANISH,106241,스페인어
TECHNOLOGY,180702,용접
TECHNOLOGY,180952,용접/산업기사
TECHNOLOGY,180953,용접기능장
TECHNOLOGY,180954,특수/용접기능사
TECHNOLOGY,180955,용접기술사
ZOOLOGY,104657,동물학
ZOOLOGY,105611,동물학
ZOOLOGY,152819,동물학
